Date,Time,HostCPU%,HostMem%,Bytes_Sent,Bytes_Recv,Packets_Sent,Packets_Recv,Clients
10/9/19,22:28:22,0.1,1.6,342,819,6,10,2
10/9/19,22:28:23,0.1,1.6,171,236,3,4,2
10/9/19,22:28:24,0.1,1.6,2835,3063,29,31,2
10/9/19,22:28:25,0.3,1.6,2950,3084,30,31,2
10/9/19,22:28:26,0.1,1.6,3065,3351,31,33,2
10/9/19,22:28:27,0,1.6,1105,1158,15,16,2
10/9/19,22:28:28,0.1,1.6,171,359,3,5,2
10/9/19,22:28:29,0.1,1.6,0,64,0,1,2
10/9/19,22:28:30,0.1,1.6,0,187,0,2,2
10/9/19,22:28:31,0.1,1.6,0,64,0,1,2
10/9/19,22:28:32,0.1,1.6,3708,3615,44,47,2
10/9/19,22:28:33,0.1,1.6,171,236,3,4,2
10/9/19,22:28:34,0.1,1.6,0,562,0,5,2
10/9/19,22:28:35,0.1,1.6,0,554,0,4,2
10/9/19,22:28:36,0,1.6,170,345,3,5,2
10/9/19,22:28:37,0.1,1.6,429,594,8,11,2
10/9/19,22:28:38,0,1.6,171,359,3,5,3
10/9/19,22:28:39,0.1,1.6,0,368,0,5,3
10/9/19,22:28:40,0.1,1.6,2677,5079,24,33,3
10/9/19,22:28:41,0.1,1.6,170,2859,3,12,3
10/9/19,22:28:42,0.1,1.6,9637,13671,90,92,3
10/9/19,22:28:43,0.1,1.6,171,236,3,4,3
10/9/19,22:28:44,0.1,1.6,0,123,0,1,3
10/9/19,22:28:45,0,1.6,470,449,8,8,3
10/9/19,22:28:46,0.1,1.6,170,345,3,5,3
10/9/19,22:28:47,0.1,1.6,476,473,8,8,3
10/9/19,22:28:48,0.2,1.6,1102,1155,15,16,3
10/9/19,22:28:49,0,1.6,1548,1555,18,19,3
10/9/19,22:28:50,0.1,1.6,426,448,8,9,3
10/9/19,22:28:51,0.1,1.6,78826,136106,372,375,3
10/9/19,22:28:52,0.4,1.6,65658,87468,722,726,3
10/9/19,22:28:53,1,1.6,149704,211683,1347,1351,3
10/9/19,22:28:54,0.3,1.6,39396,58400,314,324,3
10/9/19,22:28:56,0.1,1.6,5046,6489,54,69,3
10/9/19,22:28:57,0.8,1.6,128159,184958,1132,1136,4
10/9/19,22:28:58,0.2,1.6,45180,63469,414,416,4
10/9/19,22:28:59,0.1,1.6,688,696,12,12,4
10/9/19,22:29:00,0.1,1.6,0,427,0,5,4
10/9/19,22:29:01,0.1,1.6,342,1468,6,14,4
10/9/19,22:29:02,0.1,1.6,234,409,4,6,4
10/9/19,22:29:03,0.1,1.6,172,403,3,4,4
10/9/19,22:29:04,0.1,1.6,342,467,6,7,4
10/9/19,22:29:05,0.1,1.6,346,352,6,6,4
10/9/19,22:29:06,0.1,1.6,426,571,8,10,4
10/9/19,22:29:07,0.1,1.6,170,222,3,4,4
10/9/19,22:29:08,0,1.6,242,343,4,5,4
10/9/19,22:29:09,0.1,1.6,342,408,6,7,4
10/9/19,22:29:10,0.1,1.6,346,539,6,8,4
10/9/19,22:29:11,0.1,1.6,990,2858,17,23,4
10/9/19,22:29:12,0.1,1.6,170,582,3,5,4
10/9/19,22:29:13,0.2,1.6,78828,135798,372,374,4
10/9/19,22:29:14,0,1.6,513,831,9,13,4
10/9/19,22:29:15,0.4,1.6,22387,31480,215,224,4
10/9/19,22:29:16,0,1.6,748,879,13,15,4
10/9/19,22:29:17,0.8,1.6,142184,201970,1311,1315,4
10/9/19,22:29:18,0.1,1.6,26255,35627,258,264,4
10/9/19,22:29:19,0.1,1.6,577,1076,10,17,4
10/9/19,22:29:20,0.1,1.6,519,843,9,13,4
10/9/19,22:29:21,0.3,1.6,684,1910,12,22,4
10/9/19,22:29:22,0.1,1.6,170,409,3,6,4
10/9/19,22:29:23,0.1,1.6,172,220,3,4,4
10/9/19,22:29:24,0.1,1.6,513,767,9,12,5
10/9/19,22:29:25,0.1,1.6,0,128,0,2,5
10/9/19,22:29:26,0.1,1.6,1859,2395,27,31,5
10/9/19,22:29:27,0.1,1.6,170,222,3,4,5
10/9/19,22:29:28,0.1,1.6,3676,5411,33,35,5
10/9/19,22:29:29,0,1.6,513,644,9,11,5
10/9/19,22:29:30,0.2,1.6,648,822,11,13,5
10/9/19,22:29:31,0.1,1.6,1287,1226,23,23,5
10/9/19,22:29:32,0.1,1.6,170,345,3,5,5
10/9/19,22:29:33,0.1,1.6,172,531,3,6,5
10/9/19,22:29:34,0.1,1.6,768,945,14,16,5
10/9/19,22:29:35,0.1,1.6,342,314,6,6,5
10/9/19,22:29:36,0.2,1.6,1203,1279,21,22,5
10/9/19,22:29:37,0,1.6,234,286,4,5,5
10/9/19,22:29:38,0.1,1.6,172,343,3,5,5
10/9/19,22:29:39,0.1,1.6,684,1269,12,17,6
10/9/19,22:29:40,0,1.6,342,437,6,7,6
10/9/19,22:29:41,0.1,1.6,684,3617,12,24,6
10/9/19,22:29:42,0,1.6,861,965,15,16,6
10/9/19,22:29:43,0.1,1.6,0,0,0,0,6
10/9/19,22:29:44,0.1,1.6,684,811,12,13,5
10/9/19,22:29:45,0.1,1.6,6450,9740,51,51,5
10/9/19,22:29:46,0,1.6,2272,2176,38,39,5
10/9/19,22:29:47,0.2,1.6,79517,136420,384,385,5
10/9/19,22:29:48,0.2,1.6,24409,34837,230,242,5
10/9/19,22:29:49,0.2,1.6,3415,4756,39,54,5
10/9/19,22:29:50,0.2,1.6,33514,45447,336,337,6
10/9/19,22:29:51,1.4,1.6,413895,651792,2907,2923,6
10/9/19,22:29:52,0.2,1.6,64177,77347,739,737,6
10/9/19,22:29:53,0.1,1.6,21894,32724,186,211,6
10/9/19,22:29:54,0.1,1.6,2365,3315,29,39,6
10/9/19,22:29:55,0.6,1.6,76288,100167,840,889,6
10/9/19,22:29:56,0.7,1.6,95585,137547,856,890,6
10/9/19,22:29:57,0.7,1.6,68592,98528,608,643,6
10/9/19,22:29:58,0.3,1.6,7786,11683,74,115,6
10/9/19,22:29:59,0.4,1.6,7830,11464,80,119,6
10/9/19,22:30:00,0.2,1.6,11389,16151,122,167,6
10/9/19,22:30:01,0,1.6,8490,13190,85,133,6
10/9/19,22:30:02,0.4,1.6,15053,21077,157,198,6
10/9/19,22:30:03,0.4,1.6,13019,18485,120,123,6
10/9/19,22:30:04,0.3,1.6,87377,147235,483,492,6
10/9/19,22:30:05,0.2,1.6,26005,38312,219,254,6
10/9/19,22:30:06,0,1.6,856,907,15,16,7
10/9/19,22:30:07,1,1.6,161751,228956,1495,1495,7
10/9/19,22:30:08,0.2,1.6,6332,5665,103,104,7
10/9/19,22:30:09,0.1,1.6,2935,3668,33,38,7
10/9/19,22:30:10,0.2,1.6,596,665,11,12,7
10/9/19,22:30:11,0.1,1.6,856,2930,15,21,7
10/9/19,22:30:12,0.9,1.6,86397,120482,849,896,7
10/9/19,22:30:13,1.7,1.6,116763,165646,1073,1117,7
10/9/19,22:30:14,0.2,1.6,9726,14575,98,149,7
10/9/19,22:30:15,0.5,1.6,23763,34904,212,256,7
10/9/19,22:30:16,0.4,1.6,14767,22347,134,185,7
10/9/19,22:30:17,0.5,1.6,44462,64047,411,465,7
10/9/19,22:30:18,0.3,1.6,90548,152899,497,554,7
10/9/19,22:30:19,0.9,1.6,109946,153570,1083,1121,7
10/9/19,22:30:20,0.5,1.6,127603,184131,1125,1133,7
10/9/19,22:30:21,0.1,1.6,4428,3786,72,72,7
10/9/19,22:30:22,0.1,1.6,684,751,12,13,7
10/9/19,22:30:23,0.1,1.6,342,314,6,6,7
10/9/19,22:30:24,0.1,1.6,4442,5723,61,74,7
10/9/19,22:30:25,0.1,1.6,10542,16066,101,160,7
10/9/19,22:30:26,0.8,1.6,44245,61285,453,515,7
10/9/19,22:30:27,0.1,1.6,10534,16192,102,163,7
10/9/19,22:30:28,0.2,1.6,10012,15843,94,156,7
10/9/19,22:30:29,0.5,1.6,20556,29938,206,267,7
10/9/19,22:30:30,0.1,1.6,9557,14703,92,147,8
10/9/19,22:30:31,0.7,1.6,19308,26382,216,276,8
10/9/19,22:30:32,0.7,1.6,15767,21753,177,232,8
10/9/19,22:30:33,0.4,1.6,13084,18776,132,187,8
10/9/19,22:30:34,0.3,1.6,9585,13227,106,129,8
10/9/19,22:30:35,0.3,1.6,10087,13363,106,114,8
10/9/19,22:30:36,0.2,1.6,4264,5523,51,54,8
10/9/19,22:30:37,0.1,1.6,988,881,17,16,8
10/9/19,22:30:38,0.2,1.6,7210,9971,78,108,8
10/9/19,22:30:39,0.2,1.6,2237,3264,32,44,8
10/9/19,22:30:40,0.2,1.6,5559,9253,60,71,8
10/9/19,22:30:41,0.2,1.6,2948,5563,31,42,8
10/9/19,22:30:42,0.3,1.6,100623,166305,591,647,8
10/9/19,22:30:43,0.2,1.6,46866,69338,411,474,8
10/9/19,22:30:44,2.3,1.6,206198,297514,1872,1942,8
10/9/19,22:30:45,3.5,1.6,111370,154028,1078,1132,8
10/9/19,22:30:46,1,1.6,175181,264547,1398,1458,8
10/9/19,22:30:47,0.3,1.6,14980,18752,178,220,8
10/9/19,22:30:48,0.1,1.6,17654,27055,174,251,9
10/9/19,22:30:49,1.2,1.6,139281,204926,1202,1271,9
10/9/19,22:30:50,1.1,1.6,22691,28915,278,330,9
10/9/19,22:30:51,0.1,1.6,5655,8724,55,85,9
10/9/19,22:30:52,0.1,1.6,684,879,12,15,9
10/9/19,22:30:53,1.1,1.6,11809,13224,162,163,9
10/9/19,22:30:54,0.1,1.6,5768,8595,64,94,9
10/9/19,22:30:55,0.3,1.6,12660,18424,137,199,9
10/9/19,22:30:56,0.6,1.6,53960,73157,574,638,9
10/9/19,22:30:57,0.2,1.6,11684,18272,112,183,9
10/9/19,22:30:58,0.5,1.6,92911,157053,511,582,9
10/9/19,22:30:59,0.1,1.6,13750,20470,138,213,9
10/9/19,22:31:00,0.8,1.6,13658,22041,134,213,9
10/9/19,22:31:01,0.8,1.6,26833,39390,263,332,9
10/9/19,22:31:02,0.6,1.6,13188,19759,138,203,9
10/9/19,22:31:03,0.2,1.6,4283,5618,52,59,9
10/9/19,22:31:04,0.1,1.6,1838,2195,32,34,9
10/9/19,22:31:05,0.2,1.6,1196,1228,21,23,9
10/9/19,22:31:06,0.2,1.6,2202,2382,38,40,9
10/9/19,22:31:07,0.1,1.6,684,692,12,13,9
10/9/19,22:31:08,0.2,1.6,10577,15733,107,158,9
10/9/19,22:31:09,0.2,1.6,80537,137376,402,402,9
10/9/19,22:31:10,0.3,1.6,36432,51997,349,365,9
10/9/19,22:31:11,0.2,1.6,15823,26019,152,234,9
10/9/19,22:31:12,0.3,1.6,49181,72981,429,510,9
10/9/19,22:31:13,1.4,1.6,238468,345464,2085,2159,9
10/9/19,22:31:14,0.1,1.6,21825,34109,174,252,9
10/9/19,22:31:15,1.1,1.6,71669,100462,697,786,9
10/9/19,22:31:16,1.8,1.6,103178,149299,922,1003,9
10/9/19,22:31:17,1.1,1.6,82578,125981,666,751,9
10/9/19,22:31:18,0.2,1.6,19744,27722,202,269,9
10/9/19,22:31:19,1.5,1.6,19574,28467,196,241,9
10/9/19,22:31:20,0.5,1.6,8480,13426,75,83,10
10/9/19,22:31:21,0.1,1.6,578,785,10,13,10
10/9/19,22:31:22,0.6,1.6,4735,6272,62,79,10
10/9/19,22:31:24,0.1,1.6,7896,12397,76,124,10
10/9/19,22:31:25,0.3,1.6,38325,54368,391,470,10
10/9/19,22:31:26,0.4,1.6,19580,29131,197,278,10
10/9/19,22:31:27,0.2,1.6,14597,22060,149,227,10
10/9/19,22:31:28,0.7,1.6,90210,131761,791,824,10
10/9/19,22:31:29,0.2,1.6,342,314,6,6,10
10/9/19,22:31:30,0.2,1.6,1881,1985,33,34,10
10/9/19,22:31:31,0.2,1.6,6236,9058,67,98,10
10/9/19,22:31:32,0.3,1.6,30207,44413,261,328,10
10/9/19,22:31:33,1,1.6,55084,69744,667,755,10
10/9/19,22:31:34,0.2,1.6,9315,14133,99,149,10
10/9/19,22:31:35,0.1,1.6,9171,13722,99,148,10
10/9/19,22:31:36,0.7,1.6,34563,49121,326,351,10
10/9/19,22:31:37,0.1,1.6,7047,10692,68,110,10
10/9/19,22:31:38,0.1,1.6,1899,3028,23,34,10
10/9/19,22:31:39,0.7,1.6,89841,130496,799,848,10
10/9/19,22:31:40,0.1,1.6,1881,2630,33,40,10
10/9/19,22:31:41,0.3,1.6,1196,2896,21,32,10
10/9/19,22:31:42,0.1,1.6,4159,8409,42,76,10
10/9/19,22:31:43,0.5,1.6,32698,47760,326,409,10
10/9/19,22:31:44,0.4,1.6,31726,42115,367,449,10
10/9/19,22:31:45,0.2,1.6,12996,19714,134,206,10
10/9/19,22:31:46,0.5,1.6,93988,159465,520,610,10
10/9/19,22:31:47,0.1,1.6,13705,21168,127,211,10
10/9/19,22:31:48,0.5,1.6,33744,49549,324,407,10
10/9/19,22:31:49,0.6,1.6,23785,33006,269,350,11
10/9/19,22:31:50,0.4,1.6,12289,16543,132,134,11
10/9/19,22:31:51,0.2,1.6,2999,3830,39,42,11
10/9/19,22:31:52,0.1,1.6,1266,1353,21,25,11
10/9/19,22:31:53,0.1,1.6,15491,24516,149,240,11
10/9/19,22:31:54,1.2,1.6,108731,155133,1013,1079,11
10/9/19,22:31:55,0.3,1.6,24379,33664,274,361,11
10/9/19,22:31:56,0.1,1.6,12311,19075,122,195,11
10/9/19,22:31:57,0.9,1.6,83848,123912,731,819,11
10/9/19,22:31:58,0.1,1.6,13004,20761,125,209,11
10/9/19,22:31:59,0.2,1.6,27947,36564,338,415,11
10/9/19,22:32:00,0.5,1.6,19803,29879,200,282,11
10/9/19,22:32:01,0.2,1.6,19460,30288,177,262,11
10/9/19,22:32:02,0.3,1.6,29157,43533,275,365,11
10/9/19,22:32:03,0.1,1.6,13942,20765,149,221,12
10/9/19,22:32:04,0.2,1.6,8741,14105,81,138,12
10/9/19,22:32:05,0.6,1.6,83694,140960,449,450,12
10/9/19,22:32:06,0.1,1.6,1196,1351,21,24,12
10/9/19,22:32:07,0.2,1.6,1661,1819,19,23,12
10/9/19,22:32:08,0.1,1.6,1026,1193,18,21,12
10/9/19,22:32:09,0.2,1.6,2708,4294,24,44,12
10/9/19,22:32:10,0.1,1.6,3438,3633,60,62,12
10/9/19,22:32:11,0.2,1.6,2902,4213,33,36,12
10/9/19,22:32:12,0.1,1.6,5994,10593,62,99,12
10/9/19,22:32:13,0.3,1.6,35025,52540,326,408,12
10/9/19,22:32:14,1.4,1.6,174861,250155,1592,1662,12
10/9/19,22:32:15,0.2,1.6,31783,47264,290,359,12
10/9/19,22:32:16,0.2,1.6,15204,22781,163,244,12
10/9/19,22:32:17,0.7,1.6,36915,53735,358,440,12
10/9/19,22:32:18,0.3,1.6,19357,29057,188,263,12
10/9/19,22:32:19,0.2,1.6,12618,19962,126,204,12
10/9/19,22:32:20,0.6,1.6,57881,85087,511,554,12
10/9/19,22:32:21,0.2,1.6,24513,40332,158,173,12
10/9/19,22:32:22,0.2,1.6,59987,103463,291,292,12
10/9/19,22:32:23,0.2,1.6,39572,57630,366,401,13
10/9/19,22:32:24,0.1,1.6,14020,21887,140,222,13
10/9/19,22:32:25,0.7,1.6,83754,125012,723,816,13
10/9/19,22:32:26,0.6,1.6,32843,45551,291,374,13
10/9/19,22:32:27,0.2,1.6,15684,24250,159,248,13
10/9/19,22:32:28,0.5,1.6,25775,37945,259,350,13
10/9/19,22:32:29,0.2,1.6,18810,29776,168,264,13
10/9/19,22:32:30,0.2,1.6,19419,29877,167,215,13
10/9/19,22:32:31,0.2,1.6,14417,18990,172,245,13
10/9/19,22:32:32,0.1,1.6,20677,30512,158,239,13
10/9/19,22:32:33,0.4,1.6,33044,44888,332,423,13
10/9/19,22:32:34,0.2,1.6,20032,27345,167,254,13
10/9/19,22:32:35,0.2,1.6,18638,25432,175,275,13
10/9/19,22:32:36,0.2,1.6,17314,24095,163,238,13
10/9/19,22:32:37,0.7,1.6,69767,99781,628,679,13
10/9/19,22:32:38,0.2,1.6,88528,148741,464,516,13
10/9/19,22:32:39,1.4,1.6,180911,259878,1659,1741,13
10/9/19,22:32:40,2.1,1.6,303263,452669,2487,2566,13
10/9/19,22:32:41,0.8,1.6,33733,46533,376,483,13
10/9/19,22:32:42,1.2,1.6,48879,72931,478,578,14
10/9/19,22:32:43,1.6,1.6,210551,303289,1872,1972,14
10/9/19,22:32:44,0.3,1.6,31843,51265,229,321,14
10/9/19,22:32:45,0.7,1.6,52642,74466,516,616,14
10/9/19,22:32:46,0.6,1.6,24606,37731,229,327,14
10/9/19,22:32:47,0.8,1.6,40720,59464,400,500,14
10/9/19,22:32:48,0.6,1.6,21128,32973,202,305,14
10/9/19,22:32:49,1.2,1.6,58478,83564,579,669,14
10/9/19,22:32:50,0.2,1.6,13317,16059,162,163,14
10/9/19,22:32:51,0.2,1.6,2993,3796,39,49,14
10/9/19,22:32:52,0.3,1.6,16322,26482,154,257,14
10/9/19,22:32:53,0.2,1.6,19778,29256,220,320,14
10/9/19,22:32:54,0.6,1.6,45633,64353,472,574,14
10/9/19,22:32:55,0.2,1.6,23262,40102,219,335,14
10/9/19,22:32:56,0.6,1.6,66772,102347,482,585,14
10/9/19,22:32:57,0.7,1.6,134741,218486,852,940,14
10/9/19,22:32:58,0.2,1.6,28339,40471,315,415,15
10/9/19,22:32:59,1.1,1.6,147424,209818,1412,1525,15
10/9/19,22:33:00,0.6,1.6,88959,130063,790,832,15
10/9/19,22:33:01,0.3,1.6,6168,8632,70,92,15
10/9/19,22:33:02,0.1,1.6,14904,24155,140,239,15
10/9/19,22:33:03,0.2,1.6,13616,18958,168,224,15
10/9/19,22:33:04,0.3,1.6,7289,10502,80,94,15
10/9/19,22:33:05,0.1,1.6,13819,19384,161,216,15
10/9/19,22:33:06,0.2,1.6,1432,1443,25,26,15
10/9/19,22:33:07,0.1,1.6,918,850,16,16,15
10/9/19,22:33:08,0.3,1.6,9694,13851,115,160,15
10/9/19,22:33:09,0.2,1.6,27307,42388,245,361,15
10/9/19,22:33:10,0.7,1.6,75773,115051,647,759,15
10/9/19,22:33:11,0.5,1.6,31093,43288,352,461,15
10/9/19,22:33:12,0.2,1.6,22454,38611,179,301,15
10/9/19,22:33:13,1.4,1.6,132646,192229,1197,1308,15
10/9/19,22:33:14,1,1.6,49976,75337,425,536,15
10/9/19,22:33:15,0.8,1.6,47406,70836,438,547,15
10/9/19,22:33:16,0.2,1.6,6732,9841,78,113,15
10/9/19,22:33:17,0.4,1.6,78998,135828,375,375,15
10/9/19,22:33:18,0.2,1.6,16360,26263,153,252,15
10/9/19,22:33:19,0.3,1.6,57929,86482,537,634,15
10/9/19,22:33:20,1.3,1.6,96355,131401,993,1001,15
10/9/19,22:33:21,0.6,1.6,129871,195386,1113,1223,15
10/9/19,22:33:22,0.2,1.6,22205,33175,221,338,15
10/9/19,22:33:23,0.6,1.6,52740,80708,442,564,15
10/9/19,22:33:24,0.2,1.6,20494,33095,201,310,15
10/9/19,22:33:25,0.5,1.6,35751,55956,295,407,15
10/9/19,22:33:26,0.3,1.6,35658,53276,325,435,15
10/9/19,22:33:27,0.2,1.6,29955,48712,234,356,15
10/9/19,22:33:28,1,1.6,76543,110815,720,844,16
10/9/19,22:33:29,0.3,1.6,108960,184424,601,724,16
10/9/19,22:33:30,0.5,1.6,37131,56547,350,482,16
10/9/19,22:33:31,1,1.6,66819,91710,702,818,16
10/9/19,22:33:32,0.5,1.6,71799,106441,659,768,16
10/9/19,22:33:33,0.2,1.6,21936,33608,225,341,16
10/9/19,22:33:34,0.2,1.6,19901,31367,194,311,16
10/9/19,22:33:35,0.9,1.6,148806,208631,1494,1577,16
10/9/19,22:33:36,0.4,1.6,72324,104945,644,702,16
10/9/19,22:33:37,0.4,1.6,13300,20991,120,188,16
10/9/19,22:33:38,0.2,1.6,27334,41373,281,410,16
10/9/19,22:33:39,0.7,1.6,60307,94249,483,614,16
10/9/19,22:33:40,0.2,1.6,23400,36773,256,394,16
10/9/19,22:33:41,0.5,1.6,24261,37729,243,373,16
10/9/19,22:33:42,0.7,1.6,34149,55615,290,432,17
10/9/19,22:33:43,0.2,1.6,33566,54480,259,392,17
10/9/19,22:33:44,0.6,1.6,67583,102563,574,698,17
10/9/19,22:33:45,0.5,1.6,88710,135581,718,856,17
10/9/19,22:33:46,0.2,1.6,30265,49464,239,374,17
10/9/19,22:33:47,0.9,1.6,108212,181755,640,772,17
10/9/19,22:33:48,0.8,1.6,36674,57578,320,451,17
10/9/19,22:33:49,0.9,1.6,39342,58231,390,508,17
10/9/19,22:33:50,0.4,1.6,70612,106812,650,804,17
10/9/19,22:33:51,0.2,1.6,24219,37259,259,400,17
10/9/19,22:33:53,1,1.6,109140,157446,1038,1185,17
10/9/19,22:33:54,0.3,1.6,48193,73457,424,570,17
10/9/19,22:33:55,0.6,1.6,106660,165760,873,1029,17
10/9/19,22:33:56,1.2,1.6,162910,234627,1412,1515,17
10/9/19,22:33:57,0.2,1.6,41906,63030,394,539,17
10/9/19,22:33:58,0.6,1.6,55055,90459,381,527,17
10/9/19,22:33:59,1,1.6,43828,66984,390,538,17
10/9/19,22:34:00,0.4,1.6,34889,56017,302,460,17
10/9/19,22:34:01,0.9,1.6,38674,58738,375,518,17
10/9/19,22:34:02,0.8,1.6,35588,54599,332,470,18
10/9/19,22:34:03,0.9,1.6,37567,57234,343,479,18
10/9/19,22:34:04,0.8,1.6,46793,69173,438,576,18
10/9/19,22:34:05,0.2,1.6,22604,34306,190,290,18
10/9/19,22:34:06,0.7,1.6,14510,21629,133,210,18
10/9/19,22:34:07,0.2,1.6,16274,21698,182,257,18
10/9/19,22:34:08,0.8,1.6,28228,41791,270,399,18
10/9/19,22:34:09,0.3,1.6,32611,50788,279,418,18
10/9/19,22:34:10,0.1,1.6,17394,29166,136,234,18
10/9/19,22:34:11,0.6,1.6,88700,128319,798,803,18
10/9/19,22:34:12,0.3,1.6,31995,44865,330,337,18
10/9/19,22:34:13,0.3,1.6,24877,36878,269,380,18
10/9/19,22:34:14,0.1,1.6,39151,60440,345,492,18
10/9/19,22:34:15,1.3,1.6,259822,396564,2031,2155,18
10/9/19,22:34:16,1.2,1.6,168215,251255,1436,1605,18
10/9/19,22:34:17,2.2,1.6,294190,430928,2542,2681,18
10/9/19,22:34:18,1.2,1.6,61563,90386,588,746,18
10/9/19,22:34:19,0.9,1.6,49587,78183,417,579,18
10/9/19,22:34:20,2.5,1.6,74040,109879,669,812,19
10/9/19,22:34:21,1.6,1.6,44114,69664,378,544,19
10/9/19,22:34:22,0.2,1.6,27870,41375,308,441,19
10/9/19,22:34:23,1,1.6,72334,114068,572,728,19
10/9/19,22:34:24,1,1.6,71357,107965,604,721,19
10/9/19,22:34:25,0.1,1.6,20786,34692,189,338,19
10/9/19,22:34:26,1.1,1.6,51968,81977,416,572,19
10/9/19,22:34:27,0.5,1.6,55556,87083,461,601,19
10/9/19,22:34:28,1.2,1.6,49258,76711,420,592,19
10/9/19,22:34:29,0.5,1.6,41458,64777,369,529,19
10/9/19,22:34:30,0.6,1.6,134166,222019,811,954,19
10/9/19,22:34:31,0.6,1.6,82839,127978,679,815,19
10/9/19,22:34:32,1.3,1.6,122488,172385,1254,1432,19
10/9/19,22:34:33,1.1,1.6,211770,331312,1592,1776,19
10/9/19,22:34:34,0.9,1.6,120966,176766,1161,1343,19
10/9/19,22:34:35,0.2,1.6,27136,44822,215,358,19
10/9/19,22:34:36,0.3,1.6,49926,79976,397,558,19
10/9/19,22:34:37,0.3,1.6,38311,60758,338,511,20
10/9/19,22:34:38,0.2,1.6,53963,84951,447,616,20
10/9/19,22:34:39,0.4,1.6,25831,41008,268,432,20
10/9/19,22:34:40,0.5,1.6,41019,59957,400,497,20
10/9/19,22:34:41,0.2,1.6,984,2246,17,24,20
10/9/19,22:34:42,0.2,1.6,5727,7227,101,106,20
10/9/19,22:34:43,0.6,1.6,60188,94141,489,623,20
10/9/19,22:34:44,2.1,1.6,199569,315287,1418,1556,20
10/9/19,22:34:45,1.5,1.6,91437,140822,780,956,20
10/9/19,22:34:46,0.2,1.6,38800,66185,245,401,20
10/9/19,22:34:47,0.6,1.6,89447,137948,762,936,20
10/9/19,22:34:48,2.4,1.6,270541,394083,2391,2552,20
10/9/19,22:34:49,0.8,1.6,87020,127740,763,903,20
10/9/19,22:34:50,0.2,1.6,47674,79725,321,492,20
10/9/19,22:34:51,1,1.6,87451,139252,655,831,20
10/9/19,22:34:52,2,1.6,98772,145791,846,1007,20
10/9/19,22:34:53,2.5,1.6,69379,108740,538,707,20
10/9/19,22:34:54,0.2,1.6,36226,61497,263,443,20
